A[0.5311737,6.1077423,7.763336]
A[0.5030365,6.1209106,7.5945587]
A[0.5054321,6.1239014,7.5179443]
A[0.5347595,6.095169,7.65979]
A[0.54074097,6.0772095,7.810623]
A[0.4623413,6.0915833,7.742386]
A[0.45933533,6.086197,7.634659]
A[0.47669983,6.0646515,7.6621857]
A[0.5114136,6.0850067,7.778305]
A[0.49824524,6.093979,7.726242]
A[0.41325378,6.1137238,7.7130585]
A[0.44677734,6.102951,7.753769]
A[0.49465942,6.1244965,7.856125]
A[0.42881775,6.0772095,7.8004456]
A[0.3695526,6.1292877,7.738205]
A[0.36956787,6.1161194,7.6699677]
A[0.40068054,6.055664,7.6807404]
A[0.3839264,6.0766144,7.7274323]
A[0.4306183,6.031128,7.747177]
A[0.4347992,6.101761,7.789688]
A[0.36776733,6.1526337,7.770523]
A[0.35699463,6.0688324,7.810028]
A[0.3156891,6.07782,7.8237915]
A[0.29533386,6.1077423,7.5538483]
A[0.39530945,6.114929,7.62088]
A[0.41804504,6.1532288,7.729828]
A[0.37554932,6.1963196,7.591568]
A[0.39349365,6.133484,7.5598297]
A[0.37135315,6.1316833,7.85672]
A[0.3647766,6.1592255,7.652008]
A[0.46832275,6.2280426,7.401825]
A[0.49406433,6.185547,7.746582]
A[0.4054718,6.2352295,7.7759094]
A[0.473114,6.2633667,7.4161835]
A[0.42044067,6.2705383,7.505371]
A[0.43481445,6.181366,7.591568]
A[0.43840027,6.2466125,7.6262665]
A[0.44677734,6.312439,7.4089966]
A[0.52697754,6.256775,7.394638]
A[0.5742645,6.245407,7.4951935]
A[0.47190857,6.2340393,7.6017303]
A[0.44258118,6.288498,7.406006]
A[0.44737244,6.379486,7.588562]
A[0.4629364,6.3663177,7.67955]
A[0.57307434,6.423172,7.50177]
A[0.67541504,6.367508,7.1049347]
A[0.94955444,6.332199,5.9485474]
A[0.5928192,6.213684,7.4233704]
A[0.53656006,6.367508,7.874069]
A[0.39588928,6.351349,8.0368805]
A[0.3935089,6.2400208,8.006348]
A[0.6077881,6.1526337,7.921356]
A[0.57666016,6.49321,7.037903]
A[0.8178711,6.3214264,6.398651]
A[0.6365204,6.340576,7.6460266]
A[0.67123413,6.265167,8.215851]
A[0.6442871,6.3046722,8.023117]
A[0.47190857,6.2430115,7.7250366]
A[0.27020264,6.1275024,8.088364]
A[0.32707214,6.0843964,8.119476]
A[0.43600464,6.082611,7.723236]
G[0.039123535,0.075653076,0.051742554]
A[0.41026306,6.071823,7.768738]
G[0.04284668,0.06765747,0.05281067]
A[0.4342041,5.983841,7.766327]
G[0.041244507,0.040496826,0.06239319]
A[0.4240265,6.0335236,7.643631]
G[0.004501343,-0.004776001,0.07145691]
A[0.5000458,6.0215607,7.489807]
G[-0.03918457,-0.0031738281,0.07411194]
A[0.54074097,6.0131683,7.4437103]
G[-0.03918457,0.028244019,0.06985474]
A[0.54074097,5.9449463,7.6645813]
G[-0.035980225,0.030914307,0.06613159]
A[0.520401,5.9628906,7.5664215]
G[-0.069000244,0.029846191,0.072525024]
A[0.4964447,5.952713,7.607727]
G[-0.09989929,0.03517151,0.06932068]
A[0.58384705,6.020355,7.529907]
G[-0.13824463,0.060195923,0.05281067]
A[0.6095886,6.0089874,7.4640656]
G[-0.14624023,0.06925964,0.041625977]
A[0.62394714,5.9599,7.963852]
G[-0.0695343,0.03463745,0.04109192]
A[0.54133606,5.904236,8.19191]
G[-0.024795532,0.04421997,0.04534912]
A[0.4234314,6.0018005,7.7076874]
G[-0.07965088,0.118255615,0.037368774]
A[0.6377106,6.161606,7.374878]
G[-0.17553711,0.2151947,-0.0388031]
A[0.9297943,6.0131683,7.2462006]
G[-0.256485,0.34835815,-0.12615967]
A[0.7568207,6.000595,7.5305023]
G[-0.3267975,0.43836975,-0.12828064]
A[0.29953003,6.0915833,7.805237]
G[-0.2799225,0.4708557,-0.070755005]
A[0.46832275,5.9706726,8.418152]
G[-0.25862122,0.1954956,-0.110702515]
A[0.5742645,5.888672,8.009949]
G[-0.350235,0.13476562,-0.19859314]
A[-0.06260681,6.352539,7.9387207]
G[-0.30282593,0.19442749,-0.1953888]
A[0.05831909,5.869522,7.863907]
G[-0.31507874,0.24502563,-0.122421265]
A[0.10978699,5.5947876,8.238586]
G[-0.29057312,0.12678528,-0.084609985]
A[-0.118270874,5.7366333,8.691696]
G[-0.15689087,0.05647278,-0.046783447]
A[-0.1493988,5.4948273,8.559418]
G[0.13446045,0.16938782,-0.052642822]
