A[-1.2449849,4.4675803,9.888053]
G[-0.7169448,-1.395539,-0.9534408]
A[-1.2545617,4.5681367,10.280702]
G[-0.40694344,-0.9001759,-0.7084225]
A[-0.61291564,5.2145715,9.308656]
G[-0.012783563,-0.46979594,-0.37072334]
A[0.2825158,5.6886234,7.762002]
G[0.19921052,-0.40055165,-0.2823037]
A[0.7565677,6.191406,7.0102224]
G[0.017044751,-0.4836448,-0.42824936]
A[0.7661445,6.0238113,7.465121]
G[-0.32171968,-0.4570124,-0.6317211]
A[0.8331822,5.5497594,8.236053]
G[-0.44209823,-0.46233886,-0.7670138]
A[1.0773908,4.7884035,8.231265]
G[-0.29508725,-0.39948636,-0.74890375]
A[1.3120226,4.745308,7.2448545]
G[-0.043677174,-0.37072334,-0.6935083]
A[1.4891934,5.0996494,6.2392898]
G[0.020240642,-0.5283873,-0.74996907]
A[1.316811,5.080496,5.6886234]
G[-0.23116943,-0.8714129,-0.9417225]
A[1.4413095,4.630386,5.631162]
G[-0.6999001,-1.2698339,-1.0993865]
A[1.8339585,4.2999864,6.3206925]
G[-1.1377372,-1.4189755,-1.1419983]
A[2.1691468,3.5194764,7.8912888]
G[-1.4647833,-1.0258809,-1.1217576]
A[1.4317327,3.763685,9.361329]
G[-1.2336138,-0.87567407,-1.2346791]
A[0.48362875,3.241749,10.390836]
G[-0.60082746,-0.75209963,-1.2389404]
A[0.023942016,3.3039982,9.3661175]
G[-0.0021305939,-0.9044371,-1.0823417]
A[0.770933,3.6248214,9.797073]
G[0.351548,-1.4104532,-0.7648832]
A[1.8866309,3.8402996,10.529699]
G[0.22690825,-1.9825176,-0.57206446]
A[2.3558946,4.036624,10.146626]
G[0.43037996,-1.4765016,-0.50814664]
A[2.7964275,2.5905263,11.180922]
G[0.17151281,-0.120378554,-0.5944357]
A[1.7812861,2.815581,11.999739]
G[0.08415846,0.6455699,-0.6945736]
A[0.63206923,3.3423057,12.08593]
G[0.2844343,0.36220095,-0.81282157]
A[-0.50757074,3.643975,12.119449]
G[0.7265325,0.58058685,0.26525894]
A[-0.33518824,2.5713725,10.448297]
G[0.9779426,1.2123079,1.2357445]
A[-0.90979666,3.9695864,7.6614456]
G[0.63065577,1.5329623,1.6671897]
A[0.320823,3.193865,8.173804]
G[0.23116943,2.1305938,1.7683929]
A[-0.11971009,3.9839516,8.2169]
G[-0.22797355,1.2677033,0.73931605]
A[-0.6655881,4.280833,8.437167]
G[-0.47938362,0.05539544,-0.04793836]
A[0.0047884034,3.9839516,8.868123]
G[-0.59656626,-0.50921196,0.15872924]
A[0.7469909,3.5051112,9.169792]
G[-0.4868407,-0.7052266,0.045807768]
A[1.3551182,3.6870706,9.294291]
G[-0.23756121,-0.5912398,-0.14488038]
A[2.0254946,3.5242648,8.848969]
G[0.10013791,-0.15553336,-0.42931467]
A[2.030283,4.0892963,9.859323]
G[0.5539544,0.33769912,-0.6253293]
A[0.19153613,4.4005427,7.062895]
G[0.56780326,-0.9662243,-0.14381509]
A[2.111686,2.9640217,6.847417]
G[-0.25673655,-0.7041613,-0.31958908]
A[1.1827357,3.3183637,8.020576]
G[-0.34302562,-0.16192514,-0.25247538]
A[1.9488802,3.241749,7.7428484]
G[-0.5230608,-0.7286631,-0.09587672]
A[2.9975405,2.4229321,8.714894]
G[-0.6615494,-0.47299185,-0.15553336]
A[2.944868,2.4277205,8.504205]
G[-0.5997622,-0.2098635,-0.40374753]
A[2.777274,2.4229321,7.5704656]
G[-0.6359823,-0.04154658,-0.63811284]
A[2.1930888,2.3654714,7.3310456]
G[-0.71481425,0.1395539,-0.68498594]
A[1.9680338,2.1260512,7.1873937]
G[-0.7851238,-0.2780425,-0.7297284]
A[2.0207062,1.8148049,6.7803793]
G[-0.68605125,-1.0450563,-0.87886995]
A[2.1739352,1.091756,5.9184666]
G[-0.6114804,-1.5127217,-0.721206]
A[2.9735985,0.51714754,5.3342814]
G[-0.74570787,-1.5777048,-0.49749365]
A[3.787627,0.36391866,5.693412]
G[-1.172892,-1.4093878,-0.5219955]
A[3.1124623,-0.095768064,6.9767036]
G[-1.6064677,-1.4946116,-0.6977695]
A[3.040636,-0.8379706,8.149862]
G[-1.6671897,-1.8376372,-0.66368]
A[3.7732618,-1.1731589,7.97748]
G[-1.280487,-2.1359203,-0.41226992]
A[4.644751,-1.1683705,6.9767036]
G[-0.9321348,-2.5396678,-0.21412468]
A[5.4444146,-1.388637,5.9424086]
G[-0.9790079,-2.9082606,-0.2119941]
A[5.6359506,-1.4030021,6.5122285]
G[-1.5020686,-2.9263706,-0.32278496]
A[6.3206925,-3.0023289,7.2209125]
G[-1.9953011,-2.683483,-0.3877681]
A[6.5840545,-3.0310593,7.5225816]
G[-2.1785321,-2.5119703,-0.2087982]
A[7.7332716,-3.514688,7.2927384]
G[-2.20623,-2.3447185,-0.15766394]
A[7.9583263,-4.1132383,6.95755]
G[-2.3915915,-2.3148901,-0.25354066]
A[7.8912888,-4.6016555,7.1059904]
G[-2.780425,-2.087982,-0.29508725]
A[8.202535,-5.171476,7.603985]
G[-3.0659246,-1.5041993,-0.22477765]
A[8.418014,-5.707777,7.9008656]
G[-3.106406,-0.9619631,-0.21625528]
A[8.461109,-5.7843914,7.8529816]
G[-3.0126598,-0.74890375,-0.2780425]
A[8.470686,-5.8945246,7.4507556]
G[-2.9157176,-0.9715508,-0.3526133]
A[8.552089,-6.0621185,7.393295]
G[-2.9359584,-1.0301422,-0.3824416]
A[8.42759,-6.191406,7.5321584]
G[-2.9902885,-0.90869826,-0.44209823]
A[8.101978,-6.1770406,7.350199]
G[-2.9636562,-0.91295946,-0.48044893]
A[8.1642275,-6.4020953,7.1107793]
G[-2.921044,-0.64450467,-0.46979594]
A[7.7667904,-6.5361705,7.005434]
G[-2.938089,-0.3078708,-0.51240784]
A[7.1969705,-6.5265937,7.144298]
G[-2.9636562,-0.25886714,-0.50495076]
A[6.3925185,-6.9000893,7.4746976]
G[-2.9636562,-0.3398297,-0.4154658]
A[6.196194,-7.0820484,7.762002]
G[-2.7601843,-0.21945117,-0.18536167]
A[6.26802,-6.6415157,7.4986396]
G[-2.3649592,-0.07350549,-0.04900366]
A[6.3206925,-6.421249,7.053318]
G[-1.9718646,-0.05646074,0.07137489]
A[6.1004257,-5.985504,6.6846113]
G[-1.6831691,-0.3472868,0.033024207]
A[6.066907,-6.3206925,6.4068837]
G[-1.5627906,-0.8266704,0.13316211]
A[6.5218053,-6.114791,6.0716953]
G[-1.4509344,-0.7925809,0.33343795]
A[6.7324953,-6.2009826,6.0716953]
G[-1.3529271,-0.25780186,0.26952013]
A[7.1586633,-5.6646814,5.755661]
G[-1.1004517,0.03728539,0.3440909]
A[7.5225816,-5.57849,4.9895163]
G[-0.9044371,-0.18003519,0.14061919]
