A[-7.839432,-2.2781067,4.1629333]
G[-0.1486969,-0.10914612,0.21533203]
A[-7.828659,-2.3546753,4.35437]
G[-0.22750854,-0.17999268,0.20739746]
A[-7.9818115,-2.426468,4.4752045]
G[-0.2494812,-0.24902344,0.18540955]
A[-8.256989,-2.4372406,4.5780945]
G[-0.30203247,-0.22703552,0.16523743]
A[-8.134949,-2.3881836,4.92984]
G[-0.35211182,-0.1842804,0.18418884]
A[-7.9686584,-2.4169006,5.166733]
G[-0.3765564,-0.14334106,0.22572327]
A[-7.823883,-2.3175964,5.0578613]
G[-0.28858948,-0.21910095,0.26176453]
A[-7.6444244,-2.2206879,5.1200714]
G[-0.20489502,-0.32110596,0.26541138]
A[-7.864563,-2.2529755,5.1810913]
G[-0.15359497,-0.32417297,0.23365784]
A[-7.8669586,-2.193161,5.184677]
G[-0.10899353,-0.30218506,0.22511292]
A[-7.971039,-2.184784,4.8652344]
G[-0.06259155,-0.22886658,0.2373352]
A[-7.6360474,-2.1488953,5.1487885]
G[-0.07601929,-0.18489075,0.26176453]
A[-7.7054443,-1.9263611,4.7431946]
G[-0.04547119,-0.112197876,0.25198364]
A[-8.0177,-2.0890808,4.51947]
G[-0.055252075,-0.035842896,0.20129395]
A[-8.248611,-2.1608582,4.347183]
G[-0.09983826,-0.0871582,0.21473694]
A[-8.1792145,-2.147705,4.5051117]
G[-0.15664673,-0.20993042,0.26786804]
A[-8.1194,-2.0555725,4.658249]
G[-0.23361206,-0.29177856,0.3234558]
A[-7.8179016,-2.0089111,5.0829773]
G[-0.29652405,-0.31256104,0.35766602]
A[-7.518799,-1.781601,5.2349243]
G[-0.30020142,-0.24780273,0.36012268]
A[-7.683899,-1.8019409,5.200226]
G[-0.2604828,-0.10975647,0.30207825]
A[-7.7269745,-1.8617554,5.2815857]
G[-0.2501068,-0.07066345,0.2696991]
A[-7.7891846,-1.848587,5.201416]
G[-0.24215698,-0.059066772,0.2544403]
A[-7.9327545,-1.8880768,5.3629303]
G[-0.22261047,-0.13723755,0.2574768]
A[-8.249802,-1.9179993,5.5735016]
G[-0.17312622,-0.35775757,0.2831421]
A[-8.050003,-1.848587,5.8355255]
G[-0.08885193,-0.65708923,0.39492798]
A[-7.8490143,-1.8964539,6.1346283]
G[-0.04118347,-0.7206116,0.45051575]
A[-7.89328,-1.9096069,5.9348297]
G[0.016220093,-0.5300293,0.42730713]
A[-7.99498,-1.8378296,5.858261]
G[0.11029053,-0.45306396,0.43218994]
A[-7.56546,-1.5614624,5.8056183]
G[0.17198181,-0.5288086,0.49266052]
A[-7.453003,-1.4142914,5.940811]
G[0.19642639,-0.5764618,0.49694824]
A[-7.21611,-1.396347,6.3619537]
G[0.19030762,-0.58073425,0.486557]
A[-7.2675476,-1.1797943,6.0568542]
G[0.24835205,-0.40846252,0.4328003]
A[-7.7461243,-1.2755127,6.0209656]
G[0.3943329,-0.39196777,0.3332367]
A[-7.4972687,-1.062561,5.8881683]
G[0.4255066,-0.37670898,0.36927795]
A[-7.076126,-0.8125,5.986267]
G[0.39556885,-0.5001068,0.43585205]
A[-7.363266,-0.7550812,5.9826813]
G[0.3644104,-0.5904999,0.42425537]
A[-6.6908875,-0.6091156,6.6825867]
G[0.30638123,-0.71084595,0.46640015]
A[-6.644226,-0.37461853,6.609604]
G[0.3204193,-0.4640503,0.37660217]
A[-6.993576,-0.55049133,6.2100067]
G[0.31066895,-0.14213562,0.2415924]
A[-7.62648,-0.55049133,5.5280457]
G[0.26789856,-0.027908325,0.20861816]
A[-7.474533,-0.9141998,6.18248]
G[0.19642639,-0.33332825,0.36254883]
A[-6.4862976,-0.42965698,6.778305]
G[0.19215393,-0.7303772,0.5372772]
A[-6.018509,0.030975342,7.028351]
G[0.29478455,-0.72917175,0.45051575]
A[-6.163269,0.12669373,6.623947]
G[0.30638123,-0.29301453,0.22692871]
A[-6.8978577,-0.21310425,6.2781982]
G[0.1988678,0.17977905,0.019866943]
A[-7.326172,-0.5935669,5.953964]
G[0.117630005,0.3960266,-0.043045044]
A[-6.907425,-0.43203735,5.699127]
G[0.12741089,0.23231506,0.06201172]
A[-6.82489,-0.022872925,5.4622345]
G[0.065704346,0.041732788,0.14509583]
A[-6.6537933,-0.18318176,6.5916595]
G[-0.024093628,-0.14640808,0.17562866]
A[-6.3714447,0.14463806,6.272217]
G[-0.06317139,-0.0211792,0.1053772]
A[-6.665756,-0.12934875,6.467224]
G[-0.1804657,0.23475647,0.013763428]
A[-6.7363434,-0.24420166,6.1836853]
G[-0.2348175,0.33677673,-0.0790863]
A[-6.854782,-0.22387695,5.973114]
G[-0.2470398,0.2414856,-0.115722656]
A[-7.117996,-0.31599426,6.0580597]
G[-0.28492737,0.059432983,-0.11878967]
A[-6.8272705,-0.15447998,6.466034]
G[-0.30812073,-0.06944275,-0.08152771]
A[-6.5724335,-0.04560852,6.6646423]
G[-0.28553772,8.087158E-4,-0.0949707]
A[-7.039032,-0.1855774,6.413391]
G[-0.1987915,0.116867065,-0.22509766]
A[-7.0127106,-0.22146606,6.200424]
G[-0.19390869,0.26164246,-0.22325134]
A[-7.4350433,-0.3004303,6.6933594]
G[-0.1804657,0.14009094,-0.27456665]
A[-7.289093,-0.19993591,7.077408]
G[-0.094940186,0.053955078,-0.20248413]
A[-7.293869,-0.13653564,7.2078094]
G[0.029052734,0.03012085,-0.19515991]
A[-7.4553833,-0.02885437,7.128845]
G[0.19520569,0.10159302,-0.21774292]
A[-7.740143,0.054901123,6.3081055]
G[0.30577087,0.34777832,-0.2800598]
A[-7.943527,0.014221191,6.400238]
G[0.23124695,0.6385498,-0.32647705]
A[-8.076324,0.3731537,5.8115997]
G[0.25079346,0.669693,-0.32588196]
A[-8.856384,0.23077393,5.596237]
G[0.15916443,0.79797363,-0.33441162]
A[-9.910431,-0.14370728,5.7577515]
G[0.029663086,0.8266907,-0.26966858]
A[-9.758484,0.0632782,6.475601]
G[0.13412476,0.4888916,0.015579224]
A[-9.702255,0.5777283,5.73024]
G[0.30088806,0.39297485,0.23487854]
A[-9.669952,1.3362579,5.0590515]
G[0.12312317,0.9745178,0.32102966]
A[-9.384003,2.002655,4.5086975]
G[-0.25254822,1.6708984,0.35705566]
A[-9.586197,-0.18559265,4.962143]
G[-0.5396576,2.1113281,0.30940247]
A[-11.2695465,0.014221191,3.829132]
G[-0.3924408,2.1253815,0.16769409]
A[-11.484909,-0.20114136,2.739212]
G[-0.18778992,2.0618591,0.3210144]
A[-10.745514,-0.47750854,2.6303406]
G[-0.38082886,2.0514526,0.5959015]
A[-10.926178,-0.77900696,3.1567535]
G[-0.6196747,1.9097443,0.7724457]
A[-11.865372,-1.3867798,0.4636383]
G[-0.69725037,2.51268,0.6435394]
A[-10.7634735,-2.2063293,0.88238525]
G[-1.0570526,2.4442444,1.0797119]
A[-7.7485046,-1.786377,2.3455963]
G[-1.1364746,1.5255127,1.5451965]
A[-6.287689,-1.6296539,2.9916534]
G[-1.1291351,1.1925964,1.4792023]
A[-6.853592,-2.854782,2.9306335]
G[-1.0149078,1.4949646,0.97402954]
A[-6.3259735,-3.3644562,2.553772]
G[-0.8817291,1.7655945,0.6667633]
A[-5.307831,-4.3778076,2.6913452]
G[-0.72047424,1.7399292,0.51831055]
A[-4.7263794,-5.423477,2.7440033]
G[-0.5585785,1.5664368,0.39065552]
A[-4.490677,-7.322174,3.655655]
G[-0.44496155,1.4094543,0.26237488]
A[-4.325577,-8.541321,4.161743]
G[-0.2293396,1.2451324,0.003982544]
A[-4.426071,-9.54631,4.1342316]
G[0.12068176,1.2322998,-0.40345764]
A[-4.630661,-10.894669,3.8458862]
G[0.5556183,1.2420807,-0.89886475]
A[-5.2826996,-12.854385,3.3517761]
G[1.0944061,0.96170044,-1.4150391]
A[-7.5140076,-15.083298,2.6327362]
G[1.5977478,0.5774536,-2.0466766]
A[-10.304047,-17.350494,2.175705]
G[2.1078186,0.03807068,-2.578125]
A[-12.532959,-19.111618,2.4508667]
G[2.5922241,-0.72488403,-2.9232788]
A[-15.893677,-21.226868,2.4915466]
G[3.041214,-1.3259735,-3.3301086]
A[-19.454193,-23.997757,4.0492706]
G[3.37352,-1.7706909,-3.7528076]
A[-22.405746,-25.971832,4.9633484]
G[3.660019,-1.9185181,-4.1065063]
A[-23.645233,-27.132355,4.5948334]
G[3.9281921,-1.4176178,-4.3930054]
A[-23.056595,-27.017502,3.967926]
G[4.1523743,-1.0003815,-4.6116943]
A[-21.90564,-26.39537,4.7444]
G[4.3814545,-1.2991028,-4.8633575]
A[-21.953506,-26.576035,6.6155853]
G[4.633728,-2.1121674,-5.360611]
A[-23.980225,-27.980606,9.354172]
G[4.9697113,-3.0541077,-6.0294952]
A[-26.67215,-29.080109,11.451477]
G[5.367996,-3.7914276,-6.5078125]
A[-26.167267,-27.533157,14.022568]
G[5.7516174,-4.237961,-6.6586914]
A[-20.831268,-25.12239,19.754578]
G[6.490143,-5.360733,-6.5585175]
A[-16.006134,-26.761475,23.480194]
G[7.7479095,-6.7602234,-7.129669]
A[-17.374832,-39.890884,31.607422]
G[9.029495,-7.933075,-8.61528]
A[-26.921005,-50.23387,29.167938]
G[10.545654,-8.315475,-10.373962]
A[-30.53894,-46.332367,16.672607]
G[11.672699,-6.286804,-10.659851]
A[-29.908432,-38.397766,5.952774]
G[11.49617,-3.841507,-9.375809]
A[-31.369263,-30.62349,-4.2490387]
G[10.603073,-2.746231,-7.3898926]
A[-28.34114,-20.70523,-14.491516]
G[9.341644,-2.9502716,-4.7955627]
A[-23.30426,-11.007126,-19.835892]
G[7.1596527,-3.4859924,-2.4932098]
A[-17.848618,-5.452179,-17.968292]
G[4.448044,-3.8140259,-0.6136017]
A[-14.143326,-1.1319427,-11.8055725]
G[1.9514313,-3.4988098,0.69487]
A[-10.185593,1.3458252,-5.721817]
G[0.35585022,-2.6484985,1.45784]
A[-6.5999603,3.3928833,-3.8996887]
G[-0.09312439,-1.2978821,1.8133545]
A[-2.9066315,4.9673767,-3.547943]
G[0.15060425,-0.40174866,1.6307068]
A[0.77352905,5.893387,-3.2691803]
G[0.37846375,0.076553345,1.3686523]
A[1.55719,6.576538,-4.31604]
G[0.6838989,0.09793091,0.8805542]
A[-0.7650604,6.7009735,-5.228897]
G[0.90441895,0.03378296,0.40530396]
A[-1.3417206,6.461685,-7.755722]
G[1.0027618,0.62083435,0.15730286]
A[-1.3070374,6.320511,-6.402588]
G[0.55744934,0.42474365,0.4511261]
A[0.4373474,5.3131256,-5.1080627]
G[0.2025299,-0.6699066,1.1682739]
A[6.004242,8.59848,-6.0615997]
G[-0.18231201,-0.78842163,1.7455444]
A[7.3669586,8.27066,-4.6187286]
G[-0.9519806,-0.12625122,1.5457916]
A[5.8834076,7.8734436,-1.4386749]
G[-1.5597839,0.09976196,0.8689575]
